Src Port,Dst Port,Protocol,Flow Duration,Total Fwd Packet,Total Bwd packets,Total Length of Fwd Packet,Total Length of Bwd Packet,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Std,Bwd Packet Length Min,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Min,Fwd IAT Total,Fwd IAT Min,Bwd IAT Total,Fwd PSH Flags,Fwd Header Length,Bwd Packets/s,Packet Length Std,FIN Flag Count,SYN Flag Count,RST Flag Count,ACK Flag Count,URG Flag Count,CWR Flag Count,Down/Up Ratio,Fwd Bytes/Bulk Avg,Bwd Bytes/Bulk Avg,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,FWD Init Win Bytes,Bwd Init Win Bytes,Fwd Act Data Pkts,Active Mean,Idle Std,Clase_ID,Nombre_Ataque,Chunk_ID
68,67,17,8322388.0,2,0,684.0,0.0,342.0,342.0,0.0,0.0,82.18795,0.24031565,0.0,0.0,0.0,0.0,0.0,0,16.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2,684.0,0,0.0,0.0,2,0.0,0.0,12,Spoofing - DNS Spoofing,1
57621,57621,17,120084260.0,5,0,430.0,0.0,86.0,86.0,0.0,0.0,3.5808191,0.04163743,30021064.0,30004148.0,120084260.0,30004148.0,0.0,0,40.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,5,430.0,0,0.0,0.0,5,0.0,14132367.0,12,Spoofing - DNS Spoofing,1
5353,5353,17,0.0,1,0,405.0,0.0,405.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,405.0,0,0.0,0.0,1,0.0,0.0,12,Spoofing - DNS Spoofing,1
5353,5353,17,0.0,1,0,405.0,0.0,405.0,405.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,405.0,0,0.0,0.0,1,0.0,0.0,12,Spoofing - DNS Spoofing,1
68,67,17,43271836.0,8,0,2736.0,0.0,342.0,342.0,0.0,0.0,63.228195,0.18487777,6181690.5,1933225.0,43271836.0,1933225.0,0.0,0,64.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,8,2736.0,0,0.0,0.0,8,0.0,928650.44,11,Spoofing - ARP Spoofing,1
68,67,17,8383823.0,2,0,684.0,0.0,342.0,342.0,0.0,0.0,81.58569,0.23855466,0.0,0.0,0.0,0.0,0.0,0,16.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2,684.0,0,0.0,0.0,2,0.0,0.0,12,Spoofing - DNS Spoofing,1
57621,57621,17,120046200.0,5,0,430.0,0.0,86.0,86.0,0.0,0.0,3.5819545,0.04165063,30011550.0,30000668.0,120046200.0,30000668.0,0.0,0,40.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,5,430.0,0,0.0,0.0,5,0.0,14133287.0,12,Spoofing - DNS Spoofing,1
68,67,17,58101144.0,10,0,3420.0,0.0,342.0,342.0,0.0,0.0,58.86287,0.17211364,6455683.0,1199730.0,58101144.0,1199730.0,0.0,0,80.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,10,3420.0,0,0.0,0.0,10,0.0,1188453.1,0,Benign,1
57621,57621,17,120097176.0,5,0,430.0,0.0,86.0,86.0,0.0,0.0,3.5804338,0.041632954,30024294.0,30014422.0,120097176.0,30014422.0,0.0,0,40.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,5,430.0,0,0.0,0.0,5,0.0,14997708.0,12,Spoofing - DNS Spoofing,1
68,67,17,59007532.0,10,0,3420.0,0.0,342.0,342.0,0.0,0.0,57.958702,0.1694699,6556392.5,1407666.0,59007532.0,1407666.0,0.0,0,80.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,10,3420.0,0,0.0,0.0,10,0.0,1282871.1,0,Benign,1
5353,5353,17,7005272.0,4,0,972.0,0.0,243.0,243.0,0.0,0.0,138.75264,0.57099855,2335090.8,1000379.0,7005272.0,1000379.0,0.0,0,32.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,4,972.0,0,0.0,0.0,4,0.0,471658.3,12,Spoofing - DNS Spoofing,1
5353,5353,17,7005263.0,4,0,972.0,0.0,243.0,243.0,0.0,0.0,138.75282,0.57099926,2335087.8,1000372.0,7005263.0,1000372.0,0.0,0,32.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,4,972.0,0,0.0,0.0,4,0.0,471663.25,12,Spoofing - DNS Spoofing,1
57621,57621,17,120127340.0,5,0,430.0,0.0,86.0,86.0,0.0,0.0,3.5795348,0.041622497,30031836.0,30029268.0,120127340.0,30029268.0,0.0,0,40.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,5,430.0,0,0.0,0.0,5,0.0,15013878.0,12,Spoofing - DNS Spoofing,1
68,67,17,60591690.0,10,0,3420.0,0.0,342.0,342.0,0.0,0.0,56.443386,0.16503914,6732409.5,1540575.0,60591690.0,1540575.0,0.0,0,80.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,10,3420.0,0,0.0,0.0,10,0.0,1328792.4,0,Benign,1
68,67,17,61018110.0,10,0,3420.0,0.0,342.0,342.0,0.0,0.0,56.04893,0.16388576,6779790.5,1745822.0,61018110.0,1745822.0,0.0,0,80.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,10,3420.0,0,0.0,0.0,10,0.0,1237770.6,0,Benign,1
57621,57621,17,120081030.0,5,0,430.0,0.0,86.0,86.0,0.0,0.0,3.5809152,0.04163855,30020258.0,30010308.0,120081030.0,30010308.0,0.0,0,40.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,5,430.0,0,0.0,0.0,5,0.0,15010164.0,12,Spoofing - DNS Spoofing,1
68,67,17,3239312.0,3,0,1026.0,0.0,342.0,342.0,0.0,0.0,316.73392,0.9261226,1619656.0,1131857.0,3239312.0,1131857.0,0.0,0,24.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,3,1026.0,0,0.0,0.0,3,0.0,78129.5,9,Mirai,1
68,67,17,16686416.0,5,0,1713.0,0.0,345.0,342.0,1.2,0.0,102.658356,0.29964495,4171604.0,23624.0,16686416.0,23624.0,0.0,0,40.0,0.0,1.2,0,0,0,0,0,0,0.0,0.0,0.0,5,1713.0,0,0.0,0.0,5,0.0,3478726.8,12,Spoofing - DNS Spoofing,1
67,68,17,4204.0,2,0,684.0,0.0,342.0,342.0,0.0,0.0,162702.19,475.7374,0.0,0.0,0.0,0.0,0.0,0,16.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,2,684.0,0,0.0,0.0,2,0.0,0.0,12,Spoofing - DNS Spoofing,1
5353,5353,17,23193360.0,16,0,2756.0,0.0,247.0,123.0,51.85858,0.0,118.82711,0.6898526,1546224.0,143.0,23193360.0,143.0,0.0,0,128.0,0.0,51.85858,1,0,0,0,0,0,0.0,1410.0,0.0,16,2756.0,0,0.0,0.0,16,140943.67,1378427.9,12,Spoofing - DNS Spoofing,1
59744,53,17,11518.0,1,1,85.0,153.0,85.0,85.0,0.0,153.0,20663.31,173.64125,0.0,0.0,0.0,0.0,0.0,0,8.0,86.820625,34.0,1,0,0,0,0,0,1.0,0.0,0.0,1,85.0,1,0.0,0.0,1,0.0,0.0,14,Web-Based - Uploading Attack,1
55971,53,17,15621.0,1,1,82.0,98.0,82.0,82.0,0.0,98.0,11522.95,128.03278,0.0,0.0,0.0,0.0,0.0,0,8.0,64.01639,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,82.0,1,0.0,0.0,1,0.0,0.0,11,Spoofing - ARP Spoofing,1
41548,53,17,15581.0,1,1,82.0,146.0,82.0,82.0,0.0,146.0,14633.207,128.36147,0.0,0.0,0.0,0.0,0.0,0,8.0,64.18073,32.0,1,0,0,0,0,0,1.0,0.0,0.0,1,82.0,1,0.0,0.0,1,0.0,0.0,14,Web-Based - Uploading Attack,1
43216,80,6,488782.0,4,4,371.0,462.0,189.0,54.0,56.166603,54.0,1704.2362,16.367214,69826.0,573.0,356214.0,41115.0,378492.0,0,80.0,8.183607,83.09097,1,0,0,0,0,0,1.0,0.0,0.0,4,371.0,4,65535.0,127.0,1,98494.5,29430.889,12,Spoofing - DNS Spoofing,1
37852,123,17,18262.0,1,1,90.0,90.0,90.0,90.0,0.0,90.0,9856.532,109.51703,0.0,0.0,0.0,0.0,0.0,0,8.0,54.758514,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,90.0,1,0.0,0.0,1,0.0,0.0,9,Mirai,1
55506,123,17,23151.0,1,1,90.0,90.0,90.0,90.0,0.0,90.0,7775.042,86.38936,0.0,0.0,0.0,0.0,0.0,0,8.0,43.19468,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,90.0,1,0.0,0.0,1,0.0,0.0,9,Mirai,1
52984,80,6,422457.0,5,4,436.0,1003.0,200.0,54.0,56.92943,54.0,3406.264,21.303944,52807.125,1.0,422457.0,1.0,245552.0,0,100.0,9.468419,157.49599,1,0,0,0,0,0,0.8,0.0,0.0,5,436.0,4,65535.0,62.0,1,116999.0,26627.79,12,Spoofing - DNS Spoofing,1
1112,53,17,12246.0,1,1,75.0,91.0,75.0,75.0,0.0,91.0,13555.446,163.31863,0.0,0.0,0.0,0.0,0.0,0,8.0,81.65932,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,75.0,1,0.0,0.0,1,0.0,0.0,14,Web-Based - Uploading Attack,1
40621,80,6,423034.0,4,2,272.0,140.0,74.0,66.0,3.4641016,66.0,973.917,14.183257,84606.8,7.0,423034.0,7.0,0.0,0,80.0,4.727752,3.7712362,1,0,0,0,0,0,0.5,0.0,0.0,4,272.0,2,65535.0,283.0,0,0.0,13806.0,12,Spoofing - DNS Spoofing,1
16356,53,17,189103.0,1,1,79.0,95.0,79.0,79.0,0.0,95.0,920.1335,10.576247,0.0,0.0,0.0,0.0,0.0,0,8.0,5.2881236,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,79.0,1,0.0,0.0,1,0.0,0.0,12,Spoofing - DNS Spoofing,1
1255,53,17,13419.0,1,1,78.0,110.0,78.0,78.0,0.0,110.0,14009.986,149.0424,0.0,0.0,0.0,0.0,0.0,0,8.0,74.5212,16.0,1,0,0,0,0,0,1.0,0.0,0.0,1,78.0,1,0.0,0.0,1,0.0,0.0,11,Spoofing - ARP Spoofing,1
53862,123,17,0.0,1,0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,90.0,0,0.0,0.0,1,0.0,0.0,0,Benign,1
59979,123,17,0.0,1,0,90.0,0.0,90.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,8.0,0.0,0.0,1,0,0,0,0,0,0.0,0.0,0.0,1,90.0,0,0.0,0.0,1,0.0,0.0,0,Benign,1
12231,53,17,16521.0,1,1,83.0,99.0,83.0,83.0,0.0,99.0,11016.282,121.058044,0.0,0.0,0.0,0.0,0.0,0,8.0,60.529022,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,83.0,1,0.0,0.0,1,0.0,0.0,11,Spoofing - ARP Spoofing,1
38715,443,6,19644160.0,26,22,5008.0,7743.0,1414.0,54.0,322.96692,54.0,649.09875,2.4434743,417960.84,0.0,19600198.0,0.0,19524778.0,0,520.0,1.1199257,405.55063,1,0,0,0,0,0,0.84615386,0.0,5568.0,26,5008.0,22,65535.0,624.0,7,1339802.1,3615687.0,12,Spoofing - DNS Spoofing,1
39474,53,17,11252.0,1,1,75.0,91.0,75.0,75.0,0.0,91.0,14752.933,177.74619,0.0,0.0,0.0,0.0,0.0,0,8.0,88.87309,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,75.0,1,0.0,0.0,1,0.0,0.0,9,Mirai,1
40623,80,6,389226.0,4,2,272.0,140.0,74.0,66.0,3.4641016,66.0,1058.511,15.415209,77845.2,3268.0,389226.0,3268.0,0.0,0,80.0,5.138403,3.7712362,1,0,0,0,0,0,0.5,0.0,0.0,4,272.0,2,65535.0,283.0,0,0.0,1278.0,12,Spoofing - DNS Spoofing,1
52496,443,6,9175136.0,15,14,1923.0,8161.0,791.0,54.0,187.92914,54.0,1099.0573,3.160716,327683.44,0.0,9175136.0,0.0,8839946.0,0,300.0,1.5258629,497.50528,1,0,0,0,0,0,0.93333334,0.0,5288.0,15,1923.0,14,65535.0,460.0,3,1331641.0,2018666.2,12,Spoofing - DNS Spoofing,1
33043,443,6,9028916.0,14,13,1866.0,7139.0,788.0,54.0,192.71089,54.0,997.3512,2.9903922,347266.0,1.0,9028916.0,1.0,8811064.0,0,280.0,1.4398185,479.75674,1,0,0,0,0,0,0.9285714,0.0,5288.0,14,1866.0,13,65535.0,460.0,3,1313666.4,2035963.4,12,Spoofing - DNS Spoofing,1
48278,443,6,9102421.0,14,13,1866.0,7139.0,788.0,54.0,192.71089,54.0,989.29724,2.9662437,350093.12,1.0,9102421.0,2.0,8882884.0,0,280.0,1.4281914,479.75674,1,0,0,0,0,0,0.9285714,0.0,5288.0,14,1866.0,13,65535.0,460.0,3,1102591.9,1929919.5,12,Spoofing - DNS Spoofing,1
57819,53,17,13156.0,1,1,75.0,91.0,75.0,75.0,0.0,91.0,12617.817,152.0219,0.0,0.0,0.0,0.0,0.0,0,8.0,76.01095,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,75.0,1,0.0,0.0,1,0.0,0.0,9,Mirai,1
40624,80,6,398833.0,4,2,272.0,140.0,74.0,66.0,3.4641016,66.0,1033.0138,15.043891,79766.6,1.0,398833.0,1.0,0.0,0,80.0,5.0146303,3.7712362,1,0,0,0,0,0,0.5,0.0,0.0,4,272.0,2,65535.0,283.0,0,0.0,2834.0,12,Spoofing - DNS Spoofing,1
60048,53,17,13290.0,1,1,82.0,98.0,82.0,82.0,0.0,98.0,13544.018,150.48909,0.0,0.0,0.0,0.0,0.0,0,8.0,75.244545,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,82.0,1,0.0,0.0,1,0.0,0.0,12,Spoofing - DNS Spoofing,1
48275,443,6,2495336.0,31,28,12039.0,18863.0,1414.0,54.0,504.37918,54.0,12383.903,23.64411,43023.035,1.0,2495336.0,1.0,2376054.0,0,620.0,11.220934,595.4184,1,0,0,0,0,0,0.9032258,0.0,2795.0,31,12039.0,28,65535.0,32606.0,12,137182.75,41431.07,12,Spoofing - DNS Spoofing,1
43654,53,17,118298.0,1,1,79.0,95.0,79.0,79.0,0.0,95.0,1470.8617,16.906456,0.0,0.0,0.0,0.0,0.0,0,8.0,8.453228,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,79.0,1,0.0,0.0,1,0.0,0.0,12,Spoofing - DNS Spoofing,1
43982,443,6,1095095.0,12,10,3271.0,4390.0,1414.0,54.0,396.6498,54.0,6995.74,20.08958,52147.383,2.0,1095095.0,2.0,862259.0,0,240.0,9.131628,468.98254,1,0,0,0,0,0,0.8333333,0.0,0.0,12,3271.0,10,65535.0,548.0,5,89139.4,29380.904,12,Spoofing - DNS Spoofing,1
54908,443,6,2939381.0,14,10,3427.0,4317.0,1414.0,54.0,375.18912,54.0,2634.5684,8.164985,127799.17,1.0,2939381.0,2.0,2724802.0,0,280.0,3.4020767,454.8581,1,0,0,0,0,0,0.71428573,0.0,0.0,14,3427.0,10,65535.0,548.0,5,77149.0,481006.94,12,Spoofing - DNS Spoofing,1
10862,53,17,49276.0,1,1,82.0,98.0,82.0,82.0,0.0,98.0,3652.8938,40.58771,0.0,0.0,0.0,0.0,0.0,0,8.0,20.293856,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,82.0,1,0.0,0.0,1,0.0,0.0,12,Spoofing - DNS Spoofing,1
41838,443,6,8802702.0,15,14,3336.0,6094.0,1414.0,54.0,375.82083,54.0,1071.262,3.294443,314382.22,1.0,8802702.0,1.0,8609986.0,0,300.0,1.5904207,471.423,1,0,0,0,0,0,0.93333334,0.0,4456.0,15,3336.0,14,65535.0,32728.0,4,1052835.1,1816878.4,12,Spoofing - DNS Spoofing,1
42964,53,17,10914.0,1,1,90.0,106.0,90.0,90.0,0.0,106.0,17958.586,183.25087,0.0,0.0,0.0,0.0,0.0,0,8.0,91.625435,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,90.0,1,0.0,0.0,1,0.0,0.0,9,Mirai,1
46363,443,6,1032239.0,14,11,3435.0,7027.0,1414.0,54.0,374.78387,54.0,10135.25,24.219198,43009.957,2.0,1032239.0,2.0,812363.0,0,280.0,10.656446,517.1048,1,0,0,0,0,0,0.78571427,0.0,5996.0,14,3435.0,11,65535.0,548.0,5,85266.6,36608.574,12,Spoofing - DNS Spoofing,1
31664,53,17,12875.0,1,1,86.0,124.0,86.0,86.0,0.0,124.0,16310.68,155.33981,0.0,0.0,0.0,0.0,0.0,0,8.0,77.66991,19.0,1,0,0,0,0,0,1.0,0.0,0.0,1,86.0,1,0.0,0.0,1,0.0,0.0,14,Web-Based - Uploading Attack,1
34333,443,6,1063960.0,16,13,8269.0,6094.0,1414.0,54.0,576.14496,54.0,13499.567,27.256664,37998.57,1.0,1063960.0,2.0,851204.0,0,320.0,12.218505,573.06055,1,0,0,0,0,0,0.8125,7026.0,4480.0,16,8269.0,13,65535.0,672.0,8,70370.57,24905.17,12,Spoofing - DNS Spoofing,1
60994,53,17,10121.0,1,1,82.0,98.0,82.0,82.0,0.0,98.0,17784.805,197.60893,0.0,0.0,0.0,0.0,0.0,0,8.0,98.80447,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,82.0,1,0.0,0.0,1,0.0,0.0,11,Spoofing - ARP Spoofing,1
43036,443,6,2936350.0,23,19,11027.0,7330.0,1414.0,54.0,511.44916,54.0,6251.639,14.303472,71618.29,0.0,2936350.0,0.0,2734257.0,0,460.0,6.4706182,501.37222,1,0,0,0,0,0,0.82608694,0.0,4459.0,23,11027.0,19,65535.0,544.0,13,157576.83,167218.62,0,Benign,1
7587,53,17,24474.0,1,1,89.0,153.0,89.0,89.0,0.0,153.0,9888.045,81.719376,0.0,0.0,0.0,0.0,0.0,0,8.0,40.859688,32.0,1,0,0,0,0,0,1.0,0.0,0.0,1,89.0,1,0.0,0.0,1,0.0,0.0,14,Web-Based - Uploading Attack,1
33413,443,6,273075.0,54,56,3824.0,76581.0,357.0,54.0,54.63857,66.0,294442.9,402.81973,2505.2751,0.0,273075.0,0.0,249845.0,0,1080.0,205.07187,694.7683,1,0,0,0,0,0,1.037037,0.0,24206.334,54,3824.0,56,65535.0,122.0,4,53557.0,62359.887,12,Spoofing - DNS Spoofing,1
64769,53,17,11901.0,1,1,79.0,119.0,79.0,79.0,0.0,119.0,16637.258,168.0531,0.0,0.0,0.0,0.0,0.0,0,8.0,84.02655,20.0,1,0,0,0,0,0,1.0,0.0,0.0,1,79.0,1,0.0,0.0,1,0.0,0.0,11,Spoofing - ARP Spoofing,1
47125,80,6,33079.0,4,3,448.0,289.0,242.0,66.0,75.12656,66.0,22279.996,211.61462,5513.1665,1755.0,33079.0,4206.0,19934.0,0,80.0,90.69198,62.323383,1,0,0,0,0,0,0.75,0.0,0.0,4,448.0,3,65535.0,240.0,1,0.0,2418.0,13,Web-Based - SQL Injection,1
48817,443,6,17649952.0,527,1084,37743.0,1574426.0,377.0,66.0,18.654978,66.0,91341.266,91.27503,10962.704,0.0,17647700.0,0.0,17613814.0,0,10540.0,61.416595,661.9911,1,0,0,0,0,0,2.056926,0.0,375654.0,527,37743.0,1084,65535.0,122.0,3,582938.2,855141.4,12,Spoofing - DNS Spoofing,1
4362,53,17,11024.0,1,1,88.0,104.0,88.0,88.0,0.0,104.0,17416.545,181.42235,0.0,0.0,0.0,0.0,0.0,0,8.0,90.711174,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,88.0,1,0.0,0.0,1,0.0,0.0,5,DDOS - ICMP Fragmentation,1
60004,443,6,9676973.0,24,20,8317.0,6736.0,1414.0,54.0,485.37073,54.0,1555.5485,4.5468764,225045.89,0.0,9676973.0,1.0,9482821.0,0,480.0,2.066762,476.51907,1,0,0,0,0,0,0.8333333,0.0,4846.0,24,8317.0,20,65535.0,672.0,8,533163.4,1449019.2,12,Spoofing - DNS Spoofing,1
9161,53,17,775.0,1,1,82.0,98.0,82.0,82.0,0.0,98.0,232258.06,2580.6453,0.0,0.0,0.0,0.0,0.0,0,8.0,1290.3226,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,82.0,1,0.0,0.0,1,0.0,0.0,12,Spoofing - DNS Spoofing,1
45033,80,6,476988.0,4,4,393.0,595.0,211.0,54.0,65.60631,54.0,2071.331,16.77191,68141.14,477.0,365520.0,477.0,360550.0,0,80.0,8.385955,124.55521,1,0,0,0,0,0,1.0,0.0,0.0,4,393.0,4,65535.0,127.0,1,113619.5,41399.008,12,Spoofing - DNS Spoofing,1
1330,53,17,11530.0,1,1,74.0,90.0,74.0,74.0,0.0,90.0,14223.764,173.46054,0.0,0.0,0.0,0.0,0.0,0,8.0,86.73027,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,74.0,1,0.0,0.0,1,0.0,0.0,14,Web-Based - Uploading Attack,1
50862,443,6,872389.0,11,9,2032.0,5625.0,1125.0,54.0,305.13367,54.0,8777.048,22.925552,45915.21,1.0,872389.0,1.0,643461.0,0,220.0,10.316499,505.72852,1,0,0,0,0,0,0.8181818,0.0,4495.0,11,2032.0,9,65535.0,332.0,3,107561.25,33760.56,12,Spoofing - DNS Spoofing,1
45407,443,6,2101489.0,16,13,3125.0,6187.0,1414.0,54.0,338.3836,54.0,4431.144,13.799739,75053.18,1.0,2101489.0,1.0,1915387.0,0,320.0,6.18609,479.2218,1,0,0,0,0,0,0.8125,0.0,4998.0,16,3125.0,13,65535.0,384.0,6,147056.78,101187.766,12,Spoofing - DNS Spoofing,1
39905,443,6,2985112.0,16,17,5091.0,10384.0,1414.0,54.0,452.5872,54.0,5184.06,11.054862,93284.75,1.0,2985112.0,4.0,2757710.0,0,320.0,5.6949286,559.5165,1,0,0,0,0,0,1.0625,3167.0,4494.0,16,5091.0,17,65535.0,444.0,7,321754.28,396637.38,12,Spoofing - DNS Spoofing,1
26518,53,17,13578.0,1,1,80.0,96.0,80.0,80.0,0.0,96.0,12962.145,147.2971,0.0,0.0,0.0,0.0,0.0,0,8.0,73.64855,8.0,1,0,0,0,0,0,1.0,0.0,0.0,1,80.0,1,0.0,0.0,1,0.0,0.0,14,Web-Based - Uploading Attack,1
38719,443,6,2703860.0,24,23,5000.0,7830.0,1414.0,54.0,339.8096,54.0,4745.0684,17.382557,58779.566,1.0,2583795.0,1.0,2590075.0,0,480.0,8.506357,410.59036,1,0,0,0,0,0,0.9583333,0.0,5568.0,24,5000.0,23,65535.0,624.0,7,138580.42,83039.9,12,Spoofing - DNS Spoofing,1
38451,443,6,2923400.0,35,27,9722.0,10940.0,1414.0,54.0,353.64575,54.0,7067.798,21.208181,47924.59,1.0,2758123.0,1.0,2810124.0,0,700.0,9.235822,437.3727,1,0,0,0,0,0,0.7714286,3529.0,3031.0,35,9722.0,27,65535.0,1036.0,18,65442.43,242508.22,12,Spoofing - DNS Spoofing,1
38721,443,6,1070211.0,3,1,390.0,66.0,262.0,54.0,93.69454,66.0,426.0842,3.7375808,356737.0,114970.0,1070211.0,420099.0,0.0,0,60.0,0.9343952,85.743805,1,0,0,0,0,0,0.33333334,0.0,0.0,3,390.0,1,65535.0,8190.0,1,0.0,152601.0,12,Spoofing - DNS Spoofing,1
443,48817,6,749403.0,1297,670,1911778.0,44712.0,1474.0,1474.0,0.0,66.0,2610731.5,2624.7559,381.18158,0.0,749403.0,0.0,738188.0,0,25940.0,894.045,666.93036,1,0,0,0,0,0,0.5165767,1826176.0,0.0,1297,1911778.0,670,122.0,8233.0,1297,6184.222,6178.194,12,Spoofing - DNS Spoofing,2
5353,5353,17,458909.0,5,0,958.0,0.0,252.0,152.0,35.4209,0.0,2087.5598,10.895407,114727.25,43102.0,458909.0,43102.0,0.0,0,40.0,0.0,35.4209,1,0,0,0,0,0,0.0,748.0,0.0,5,958.0,0,0.0,0.0,5,0.0,4309.0,12,Spoofing - DNS Spoofing,2
443,38721,6,504678.0,13,15,7000.0,3840.0,1414.0,54.0,536.8764,54.0,21479.043,55.48092,18691.777,0.0,489064.0,0.0,488091.0,0,260.0,29.721922,495.8926,1,0,0,0,0,0,1.1538461,5568.0,0.0,13,7000.0,15,440.0,1582.0,11,59590.332,31726.572,12,Spoofing - DNS Spoofing,2
80,52984,6,38734.0,1,1,54.0,54.0,54.0,54.0,0.0,54.0,2788.248,51.634224,0.0,0.0,0.0,0.0,0.0,0,20.0,25.817112,0.0,1,0,0,0,0,0,1.0,0.0,0.0,1,54.0,1,62.0,1403.0,0,0.0,0.0,12,Spoofing - DNS Spoofing,2
443,48817,6,513510.0,1303,615,1920622.0,42078.0,1474.0,1474.0,0.0,66.0,3822126.2,3735.0781,267.87167,0.0,513510.0,0.0,509799.0,0,26060.0,1197.6398,656.0254,1,0,0,0,0,0,0.47198772,1834624.0,0.0,1303,1920622.0,615,122.0,8233.0,1303,7828.5,3761.785,12,Spoofing - DNS Spoofing,3
43036,443,6,420365.0,6,2,4787.0,501.0,1414.0,54.0,500.52155,54.0,12579.544,19.03108,60052.145,2.0,420365.0,2.0,0.0,0,120.0,4.75777,503.7008,1,0,0,0,0,0,0.33333334,0.0,0.0,6,4787.0,2,1794.0,544.0,5,63357.332,1303.8416,12,Spoofing - DNS Spoofing,3
443,38721,6,41584.0,3,3,1532.0,174.0,1414.0,59.0,638.7531,54.0,41025.395,144.28627,8316.8,1.0,21371.0,487.0,4515.0,0,60.0,72.143135,505.21832,1,0,0,0,0,0,1.0,0.0,0.0,3,1532.0,3,712.0,1709.0,3,0.0,0.0,12,Spoofing - DNS Spoofing,3
443,48817,6,924655.0,1313,542,1935362.0,36288.0,1474.0,1474.0,0.0,66.0,2132308.8,2006.1537,498.73517,0.0,924655.0,0.0,915548.0,0,26260.0,586.16455,639.8801,1,0,0,0,0,0,0.41279513,1848704.0,0.0,1313,1935362.0,542,122.0,5599.0,1313,33988.89,41394.105,12,Spoofing - DNS Spoofing,4
443,48817,6,840167.0,1314,514,1936836.0,34860.0,1474.0,1474.0,0.0,66.0,2346790.5,2175.7578,459.8615,0.0,840167.0,0.0,813675.0,0,26280.0,611.78314,632.18835,1,0,0,0,0,0,0.391172,1850112.0,0.0,1314,1936836.0,514,122.0,8233.0,1314,12535.0,5600.237,12,Spoofing - DNS Spoofing,5
443,48817,6,707558.0,1305,676,1923570.0,45360.0,1474.0,1474.0,0.0,66.0,2782711.8,2799.7705,357.35254,0.0,707558.0,0.0,704677.0,0,26100.0,955.3987,667.0534,1,0,0,0,0,0,0.51800764,1837440.0,0.0,1305,1923570.0,676,122.0,8233.0,1305,8658.75,3405.3572,12,Spoofing - DNS Spoofing,6
443,50862,6,0.0,1,0,54.0,0.0,54.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,20.0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,1,54.0,0,9300.0,0.0,0,0.0,0.0,12,Spoofing - DNS Spoofing,6
